inci_name,display_name,function,is_active,fa_trigger,comedogenic,fragrance,eu_allergen,alcohol_type,pregnancy_caution,product_count
"base_name:""alps goodness rosemary hair oil""","Base_Name:""Alps Goodness Rosemary Hair Oil""",Hair/scalp oil (botanical),1,1,,0,0,,0,0
"slug:""alps goodness almond hair oil 100 ml 42""","Slug:""Alps Goodness Almond Hair Oil 100 Ml 42""",Emollient hair oil,0,1,,0,0,,0,0
"option_display_name:""almond oil""","Option_Display_Name:""Almond Oil""",Emollient / skin-conditioning oil,0,1,,0,0,,0,0
"base_name:""alps goodness almond hair oil""","Base_Name:""Alps Goodness Almond Hair Oil""",Emollient hair oil,0,1,,0,0,,0,0
contains jojoba oil,Contains Jojoba oil,Emollient / moisturizer,0,1,,0,0,,0,2
babassu oil,Babassu oil,Emollient / occlusive,0,1,,0,0,,0,2
"option_display_name:""fermented rice water""","Option_Display_Name:""Fermented Rice Water""",Brightening/conditioning humectant,1,1,,0,0,,0,0
"option_display_value:""fermented rice water""","Option_Display_Value:""Fermented Rice Water""",Conditioning/antioxidant,0,1,,0,0,,0,0
fragrance. lowest prices,Fragrance. Lowest Prices,Fragrance/masking agent,0,,,1,0,,0,2
oil free,Oil Free,Formulation descriptor,0,1,,0,0,,0,2
alcohol free,Alcohol Free,Marketing/formulation descriptor,0,,,0,0,drying,0,3
aloe vera oil,Aloe Vera Oil,Soothing emollient,0,1,,0,0,,0,2
grape seed oil,Grape Seed Oil,Emollient/antioxidant,0,1,,0,0,,0,3
cucumber oil,Cucumber Oil,Emollient / antioxidant,0,1,,0,0,,0,2
wheatgerm oil,Wheatgerm Oil,Emollient / antioxidant,0,1,,0,0,,0,2
"base_name:""wishcare 2% salicylic acid serum""","Base_Name:""Wishcare 2% Salicylic Acid Serum""",BHA exfoliant / keratolytic,1,,,0,0,,1,0
"1% salicylic acid gel face wash""","1% Salicylic Acid Gel Face Wash""",Exfoliant / acne cleanser,1,,,0,0,,1,0
no alcohol,No Alcohol,Formulation descriptor,0,,,0,0,drying,0,2
"option_display_name:""retinol""","Option_Display_Name:""Retinol""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"option_display_value:""retinol""","Option_Display_Value:""Retinol""",Anti-aging / cell-turnover active,1,,,0,0,,1,0
bacillus folic acid ferment filtrate extract,Bacillus/Folic Acid Ferment Filtrate Extract,Skin-conditioning / antioxidant ferment extract,1,1,,0,0,,0,3
coco caprylate\ caprate,Coco-Caprylate\/Caprate,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
including oil based,including oil-based,Emollient/occlusive base component,0,1,,0,0,,0,1
cetearyl alcohol (and) polysorbate 60,Cetearyl Alcohol (and) Polysorbate 60,Emulsifier,0,0,,0,0,fatty,0,1
argan oil moisturizes,Argan Oil moisturizes,Emollient / moisturizer,0,1,,0,0,,0,1
reduce oil,Reduce Oil,Sebum regulation,1,1,,0,0,,0,0
macadamia oil,Macadamia Oil,Emollient / occlusive oil,0,1,,0,0,,0,2
crambe abyssinica (crambe) seed oil,Crambe Abyssinica (Crambe) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
rubus idaeus (raspberry) seed oil,Rubus Idaeus (Raspberry) Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,3
triticum vulgare (wheat) seed oil,Triticum Vulgare (Wheat) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
citrus aurantium (neroli) flower oil,Citrus Aurantium (Neroli) Flower Oil,Fragrance/aromatic agent,0,1,,0,0,,0,1
curcuma longa oil,Curcuma Longa Oil,Antioxidant / anti-inflammatory,1,1,,0,0,,0,8
sorbeth 30 tetraisostearate,Sorbeth-30 Tetraisostearate,Emollient / emulsifier,0,1,,0,0,,0,1
sorbitan monostearate,Sorbitan Monostearate,Emulsifier / surfactant,0,1,,0,0,,0,2
hippophae rhamnoides seed oil,Hippophae Rhamnoides Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,2
fragrance (ifra approved),Fragrance (IFRA approved),Fragrance/sensory additive,0,,,1,0,,0,1
"salicylic acid and exo p ""","Salicylic Acid And Exo P """,Exfoliant / keratolytic (BHA),1,,,0,0,,1,0
ecom 1000 (cetearyl olivate,Ecom 1000 (Cetearyl olivate,Emulsifier / emollient,0,1,,0,0,,0,1
sorbitan olivate),Sorbitan olivate),Emulsifier,0,1,,0,0,,0,1
alpha arbutin. additional info irevive unde,Alpha arbutin. Additional Info IREVIVE Unde,Skin-brightening agent,1,,,0,0,,1,1
fragrance free.\u003c\ strong\u003e just pure,Fragrance Free.\U003C\ Strong\U003E Just Pure,Formulation descriptor,0,,,1,0,,0,0
geranium oil,Geranium Oil,Fragrance/aromatic,0,1,,0,0,,0,1
grapefruit peel oil,Grapefruit Peel Oil,Fragrance/Aromatic,0,1,,0,0,,0,1
hippophae rhamnoides (sea buckthorn) oil,Hippophae Rhamnoides (Sea Buckthorn) Oil,Emollient / antioxidant,0,1,,0,0,,0,1
salvia sclarea (clary) oil,Salvia Sclarea (Clary) Oil,Fragrance/aromatic essential oil,0,1,,0,0,,0,1
glyceryl acrylate acrylic acid copolymer (and) 1,Glyceryl Acrylate/Acrylic Acid Copolymer (and) 1,Film-former / humectant,0,1,,0,0,,0,1
glyceryl caprylate caprate,Glyceryl Caprylate/Caprate,Emollient/emulsifier & co-preservative,0,1,,0,0,,0,1
argania spinsosa (argan) oil,argania spinsosa (argan) oil,Emollient / antioxidant,0,1,,0,0,,0,1
leptospermum scoparium (manuka) branch leaf oil,Leptospermum Scoparium (Manuka) Branch/Leaf Oil,Antimicrobial/antioxidant essential oil,1,1,,0,0,,0,1
fragrance (aloe fresh),Fragrance (Aloe Fresh),Fragrance/scent,0,,,1,0,,0,1
peg 80 sorbitan laurate,PEG-80 Sorbitan Laurate,Surfactant/emulsifier,0,1,,0,0,,0,3
"""handle"":""arata byob oil control face wash 100ml""","""Handle"":""Arata Byob Oil Control Face Wash 100Ml""",Cleanser (oil-control face wash),0,1,,0,0,,0,0
"""alt"":""oil control_face_wash_website_secondaries_card_1""","""Alt"":""Oil Control_Face_Wash_Website_Secondaries_Card_1""",Cleanser/sebum-control formulation,0,1,,0,0,,0,0
"""alt"":""oil controlfacewash100ml""","""Alt"":""Oil Controlfacewash100Ml""",Cleanser (oil-control facial wash),0,1,,0,0,,0,0
kumkumadi oil,Kumkumadi Oil,Brightening/rejuvenating facial oil,1,1,,0,0,,0,2
crambe abyssinian seed oil,Crambe Abyssinian Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
prunus persica (peach) kernel oil,Prunus Persica (Peach) Kernel Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,5
polyglyceryl 2 diisostearate,Polyglyceryl-2 Diisostearate,Emulsifier / emollient,0,1,,0,0,,0,1
glyceryl stearate peg 100 stearate,Glyceryl Stearate/PEG-100 Stearate,Emulsifier,0,1,,0,0,,0,1
"""mineral oil free""","""Mineral Oil Free""",Marketing/formulation claim,0,1,,0,0,,0,0
"""handle"":""youthrx firm bright face oil""","""Handle"":""Youthrx Firm Bright Face Oil""",Facial treatment oil blend,1,1,,0,0,,0,0
plant retinol,Plant Retinol,Antioxidant / retinol alternative,1,,,0,0,,1,1
controls excess oil,Controls Excess Oil,Sebum regulation / oil control,1,1,,0,0,,0,0
vitamin a palmitate,Vitamin A Palmitate,Antioxidant / Retinoid (vitamin A precursor),1,1,,0,0,,0,1
glycine soja oil glycine soja (soybean) oil,Glycine Soja Oil/Glycine Soja (Soybean) Oil,Emollient / antioxidant,0,1,,0,0,,0,2
"slug:""1 percentage salicylic acid gel face wash with sali","Slug:""1 Percentage Salicylic Acid Gel Face Wash With Sali",Keratolytic / exfoliant (BHA),1,,,0,0,,1,0
"0.5% salicylic acid foaming face wash""","0.5% Salicylic Acid Foaming Face Wash""",Exfoliant / acne cleanser,1,,,0,0,,1,0
"slug:""1 percentage salicylic acid","Slug:""1 Percentage Salicylic Acid",Beta-hydroxy acid (BHA) exfoliant / keratolytic,1,,,0,0,,1,0
oil,oil,Emollient/occlusive,0,1,,0,0,,0,1
"option_display_name:""rice oil""","Option_Display_Name:""Rice Oil""",Emollient / antioxidant,0,1,,0,0,,0,0
"base_name:""mamaearth rice oil free face moisturizer""","Base_Name:""Mamaearth Rice Oil Free Face Moisturizer""","Moisturizer (oil-free, hydrating)",0,1,,0,0,,0,0
"base_name:""mamaearth tea tree oil free moisturizer""","Base_Name:""Mamaearth Tea Tree Oil Free Moisturizer""",Oil-free facial moisturizer,0,1,,0,0,,0,0
"base_name:""aqualogica glow+ oil free moisturizer""","Base_Name:""Aqualogica Glow+ Oil Free Moisturizer""",Moisturizer (oil-free hydrator),0,1,,0,0,,0,0
"option_display_name:""wild berries & alpha arbutin""","Option_Display_Name:""Wild Berries & Alpha Arbutin""",Skin-brightening / tyrosinase-inhibiting active blend,1,,,0,0,,1,0
"base_name:""aqualogica illuminate+ oil free moisturizer""","Base_Name:""Aqualogica Illuminate+ Oil Free Moisturizer""",Hydrating moisturizer,0,1,,0,0,,0,0
such as salicylic acid,Such As Salicylic Acid,Beta hydroxy acid exfoliant / keratolytic,1,,,0,0,,1,0
"value:$r[32]=[$r[33]={name:""aroma magic""","Value:$R[32]=[$R[33]={Name:""Aroma Magic""",Invalid/unrecognized ingredient,0,,,1,0,,0,0
"brand_name:""aroma magic""","Brand_Name:""Aroma Magic""",Brand/product line (not an ingredient),0,,,1,0,,0,0
"link:"" brand aroma magic skincare face cream""}]}","Link:"" Brand Aroma Magic Skincare Face Cream""}]}",Unrecognized/invalid ingredient,0,,,1,0,,0,0
"link:"" brand aroma magic""}","Link:"" Brand Aroma Magic""}",Unrecognized/invalid ingredient,0,,,1,0,,0,0
sucrose plycottonseedate,Sucrose Plycottonseedate,Emollient / surfactant,0,1,,0,0,,0,1
"base_name:""neutrogena oil free moisturiser spf 15""","Base_Name:""Neutrogena Oil Free Moisturiser Spf 15""",Moisturiser with sunscreen,0,1,,0,0,,0,0
"option_display_name:""retinol ""","Option_Display_Name:""Retinol """,Vitamin A derivative / cell-turnover regulator,1,,,0,0,,1,0
"base_name:""plum 1% retinol anti aging face serum""","Base_Name:""Plum 1% Retinol Anti Aging Face Serum""",Retinoid anti-aging serum,1,,,0,0,,1,0
oil controldermatologist tested,oil ControlDermatologist Tested,Sebum/oil control claim (not a single defined chemical ingredient),0,1,,0,0,,0,1
oil and makeup,Oil And Makeup,Cleansing/emollient base,0,1,,0,0,,0,0
oil & make up|paraben,Oil & Make Up|Paraben,Preservative,0,1,,0,0,,0,0
"sodium hyaluronate (hyaluronic acid) & fragrance""","Sodium Hyaluronate (Hyaluronic Acid) & Fragrance""",Humectant / moisturizer (with added fragrance),0,,,1,0,,0,0
"slug:""plum green tea alcohol free toner 200 ml","Slug:""Plum Green Tea Alcohol Free Toner 200 Ml",Hydrating/soothing toner,0,,,0,0,drying,0,0
"option_display_name:""0.5% salicylic acid""","Option_Display_Name:""0.5% Salicylic Acid""",Beta-hydroxy acid exfoliant,1,,,0,0,,1,0
"base_name:""dermdoc 0.5% salicylic acid cleansing bar""","Base_Name:""Dermdoc 0.5% Salicylic Acid Cleansing Bar""",Exfoliant / keratolytic cleanser,1,,,0,0,,1,0
"option_display_value:""2% salicylic acid""","Option_Display_Value:""2% Salicylic Acid""",BHA exfoliant / keratolytic,1,,,0,0,,1,0
"option_display_name:""oil control face wash""","Option_Display_Name:""Oil Control Face Wash""",Cleanser,0,1,,0,0,,0,0
"option_display_value:""oil control face wash""","Option_Display_Value:""Oil Control Face Wash""",Cleanser (oil-control facial wash),0,1,,0,0,,0,0
"base_name:""deconstruct salicylic acid oil control facewash""","Base_Name:""Deconstruct Salicylic Acid Oil Control Facewash""",BHA exfoliant cleanser,1,1,,0,0,,1,0
"option_display_name:""salicylic acid ""","Option_Display_Name:""Salicylic Acid """,Beta hydroxy acid (BHA) exfoliant / keratolytic,1,,,0,0,,1,0
"salicylic acid & hyaluronic face wash""","Salicylic Acid & Hyaluronic Face Wash""",Exfoliant/cleanser,1,,,0,0,,1,0
n butyl alcohol,N-Butyl Alcohol,Solvent,0,,,0,0,drying,0,3
sd alcohol,sd alcohol,Solvent / astringent,0,,,0,0,drying,0,1
hydroquinone,hydroquinone,Skin-lightening agent,1,,,0,0,,1,1
no synthetic fragrance,NO SYNTHETIC FRAGRANCE,Fragrance-free claim,0,,,1,0,,0,1
"slug:""the derma co 0 1 retinol serum 30 ml 54""","Slug:""The Derma Co 0 1 Retinol Serum 30 Ml 54""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"option_display_value:""0.1% retinol""","Option_Display_Value:""0.1% Retinol""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"option_display_name:""0.1% retinol""","Option_Display_Name:""0.1% Retinol""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"base_name:""the derma co.0.1% retinol serum""","Base_Name:""The Derma Co.0.1% Retinol Serum""",Retinoid (anti-aging/cell-turnover active),1,,,0,0,,1,0
"base_name:""wishcare pro collagen retinol serum""","Base_Name:""Wishcare Pro Collagen Retinol Serum""",Anti-aging serum (retinol + peptide),1,,,0,0,,1,0
"og_title:""skininspired retinol night cream""","Og_Title:""Skininspired Retinol Night Cream""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"meta_keywords:""skininspired retinol night cream""","Meta_Keywords:""Skininspired Retinol Night Cream""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"heading:""skininspired retinol night cream""","Heading:""Skininspired Retinol Night Cream""",Anti-aging retinoid night treatment,1,,,0,0,,1,0
"option_display_name:""retinol & bakuchi""","Option_Display_Name:""Retinol & Bakuchi""",Retinoid + plant-based retinol alternative (anti-aging/cell turnover),1,,,0,0,,1,0
"option_display_name:""0.3% retinol""","Option_Display_Name:""0.3% Retinol""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"base_name:""the derma co.0.3% retinol face serum""","Base_Name:""The Derma Co.0.3% Retinol Face Serum""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"option_display_value:""0.3% retinol""","Option_Display_Value:""0.3% Retinol""",Retinoid (vitamin A derivative),1,,,0,0,,1,0
"oil balancinga (30 ml)""","Oil Balancinga (30 Ml)""",Sebum-regulating / mattifying blend,1,1,,0,0,,0,0
"oil balancing (30 ml)""","Oil Balancing (30 Ml)""",Sebum-regulating blend,1,1,,0,0,,0,0
"seo_description:""helps to effectively reduce excess oil","Seo_Description:""Helps To Effectively Reduce Excess Oil",Sebum-regulating / oil-control agent,1,1,,0,0,,0,0
like rosehip oil,like Rosehip Oil,Emollient / antioxidant,0,1,,0,0,,0,1
"base_name:""alps goodness tea tree salicylic acid","Base_Name:""Alps Goodness Tea Tree Salicylic Acid",Acne treatment / exfoliant,1,,,0,0,,1,0
"alpha arbutin radiance clay face mask""","Alpha Arbutin Radiance Clay Face Mask""",Brightening/exfoliating clay mask,1,,,0,0,,1,0
"oil free hydration | 50 gm""","Oil Free Hydration | 50 Gm""",Lightweight moisturizer / humectant hydration,0,1,,0,0,,0,0
allergen free fragrance,Allergen free fragrance,Fragrance/masking agent,0,,,1,0,,0,21
"""condition"":""organic pumpkin seed oil""}","""Condition"":""Organic Pumpkin Seed Oil""}",Emollient / antioxidant oil,0,1,,0,0,,0,0
"""condition"":""organic castor oil""}","""Condition"":""Organic Castor Oil""}",Emollient / occlusive,0,1,,0,0,,0,0
"""condition"":""organic argan oil""}","""Condition"":""Organic Argan Oil""}",Emollient / occlusive oil,0,1,,0,0,,0,0
"""condition"":""organic jojoba oil""}","""Condition"":""Organic Jojoba Oil""}",Emollient / occlusive,0,1,,0,0,,0,0
"""condition"":""organic rosehip seed oil""}","""Condition"":""Organic Rosehip Seed Oil""}",Emollient / antioxidant oil,0,1,,0,0,,0,0
"""condition"":""organic neem oil""}","""Condition"":""Organic Neem Oil""}",Emollient / antimicrobial botanical oil,1,1,,0,0,,0,0
"""condition"":""organic sweet almond oil""}","""Condition"":""Organic Sweet Almond Oil""}",Emollient/occlusive oil,0,1,,0,0,,0,0
fragrance free,Fragrance Free,Formulation descriptor,0,,,1,0,,0,6
"""condition"":""organic black seed (kalonji oil)""}]","""Condition"":""Organic Black Seed (Kalonji Oil)""}]",Emollient/antioxidant active,1,1,,0,0,,0,0
rice ferment filtrate (sake),Rice Ferment Filtrate (Sake),Brightening/conditioning humectant,1,1,,0,0,,0,8
sisymbrium irio seed oil,Sisymbrium Irio Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,6
polyacrylate 13 (and) polyisobutene (and) polysorbate 20,Polyacrylate-13 (And) Polyisobutene (And) Polysorbate 20,Rheology modifier / emulsion stabilizer,0,1,,0,0,,0,6
cinnamal,Cinnamal,Fragrance ingredient,0,,,1,1,,0,6
cinnamyl alcohol,Cinnamyl Alcohol,Fragrance / flavoring agent,0,,,0,0,drying,0,8
palmitic acid & stearic acid,Palmitic Acid & Stearic Acid,Emollient / surfactant (fatty acids),0,1,,0,0,,0,5
amyl cinnamal,Amyl Cinnamal,Fragrance ingredient,0,,,1,1,,0,10
"almond oil""}","Almond Oil""}",Emollient / occlusive,0,1,,0,0,,0,0
saccharomyces rice ferment filtrate,Saccharomyces/Rice Ferment Filtrate,Conditioning/fermented filtrate humectant,1,1,,0,0,,0,7
glyceryl stearate and peg 100 stearate,Glyceryl Stearate And Peg-100 Stearate,Emulsifier,0,1,,0,0,,0,5
"""preference"":[""fragrance free""","""Preference"":[""Fragrance Free""",Not an ingredient (formulation preference),0,,,1,0,,0,0
caprylhydroxamic acid (and) phenethyl alcohol,Caprylhydroxamic Acid (And) Phenethyl Alcohol,Preservative/preservative-booster blend,0,,,0,0,drying,0,4
glyceryl dibehenate,Glyceryl Dibehenate,Emollient / emulsifier,0,1,,0,0,,0,5
palm kernel oil,Palm Kernel Oil,Emollient / occlusive,0,1,,0,0,,0,4
eucalyptus globulus (eucalyptus) leaf oil,Eucalyptus Globulus (Eucalyptus) Leaf Oil,Fragrance/essential oil,0,1,,0,0,,0,4
"mineral oil free""}","Mineral Oil Free""}",Marketing/formulation claim,0,1,,0,0,,0,0
fragrance+,fragrance+,Fragrance/scent additive,0,,,1,0,,0,4
polyglyceryl 6 stearate,Polyglyceryl-6 Stearate,Emulsifier,0,1,,0,0,,0,4
hippophae rhamnoides oil,Hippophae Rhamnoides Oil,Emollient / antioxidant,1,1,,0,0,,0,4
ifra certified fragrance,IFRA Certified Fragrance,Fragrance/masking agent,0,,,1,0,,0,13
citrus aurantium dulcis (orange) peel oil++,Citrus Aurantium Dulcis (Orange) Peel Oil++,Fragrance / botanical extract,0,1,,0,0,,0,3
meadowfoam seed oil,Meadowfoam Seed Oil,Emollient / occlusive moisturizer,0,1,,0,0,,0,3
lanolin alcohol (eucerit),Lanolin Alcohol (Eucerit),Emollient / emulsifier,0,,,0,0,drying,0,3
fragrance (ifra certified),Fragrance (Ifra Certified),Fragrance/Masking agent,0,,,1,0,,0,4
brassica campestris (rapeseed) seed oil,Brassica Campestris (Rapeseed) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,4
"""fragrance family"":[]","""Fragrance Family"":[]",Fragrance/scent agent,0,,,1,0,,0,0
"""value"":""fragrance free","""Value"":""Fragrance Free",Formulation descriptor (no added fragrance),0,,,1,0,,0,0
"oil free""}","Oil Free""}",Formulation descriptor / non-comedogenic claim,0,1,,0,0,,0,0
"""value"":""salicylic acid""}","""Value"":""Salicylic Acid""}",Beta hydroxy acid (BHA) exfoliant / keratolytic,1,,,0,0,,1,0
"salicylic acid""}","Salicylic Acid""}",Beta-hydroxy acid exfoliant / keratolytic,1,,,0,0,,1,0
adansonia digitata (baobab) seed oil,Adansonia Digitata (Baobab) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,3
glyceryl dioleate,Glyceryl Dioleate,Emollient / emulsifier,0,1,,0,0,,0,4
sorbitan tristearate,Sorbitan Tristearate,Emulsifier / surfactant,0,1,,0,0,,0,4
ifra certified fragrance & sodium gluconate,Ifra Certified Fragrance & Sodium Gluconate,Fragrance & chelating agent,0,,,1,0,,0,3
polyglycaeryl 10 stearate glycerin,Polyglycaeryl-10-Stearate Glycerin,Emulsifier / surfactant,0,1,,0,0,,0,2
borago officinalis (borage) seed oil,Borago Officinalis (Borage) Seed Oil,Emollient / skin-conditioning oil,1,1,,0,0,,0,2
zingiber officinale (ginger) root oil,Zingiber Officinale (Ginger) Root Oil,Fragrance/antioxidant,0,1,,0,0,,0,2
glycerin & glyceryl glucoside,Glycerin & Glyceryl Glucoside,Humectant/moisturizer,0,1,,0,0,,0,2
citrus junos (xiang cheng) peel oil,Citrus Junos (Xiang Cheng) Peel Oil,Fragrance/aromatic,0,1,,0,0,,0,2
pelargonium graveolens (sweet scented geranium) oil,Pelargonium Graveolens (Sweet Scented Geranium) Oil,Fragrance/essential oil,0,1,,0,0,,0,2
cistus ladaniferus oil,Cistus Ladaniferus Oil,Fragrance/aromatic oil,0,1,,0,0,,0,2
propylene glycol dicaprate,Propylene Glycol Dicaprate,Emollient/skin-conditioning agent,0,1,,0,0,,0,3
psoralea corylifolia (bakuchi) oil,Psoralea Corylifolia (Bakuchi) Oil,Antioxidant / plant-derived retinol alternative,1,1,,0,0,,0,5
citrus aurantium peel oil,Citrus Aurantium Peel Oil,Fragrance/essential oil,0,1,,0,0,,0,2
eugenia caryophyllus oil,Eugenia Caryophyllus Oil,Fragrance/antimicrobial,0,1,,0,0,,0,2
carrot seed oil,Carrot Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,5
rosemary leaf oil,Rosemary Leaf Oil,Fragrance/antioxidant,0,1,,0,0,,0,2
orange peel oil,Orange Peel Oil,Fragrance/masking agent,0,1,,0,0,,0,2
scented geranium flower oil,Scented Geranium Flower Oil,Fragrance/essential oil,0,1,,0,0,,0,2
palmitic acid and stearic acid,Palmitic Acid And Stearic Acid,Emollient / surfactant,0,1,,0,0,,0,2
red wine essential oil,Red Wine Essential Oil,Antioxidant / fragrance,0,1,,1,0,,0,2
lactobacillus papaya fruit ferment extract,Lactobacillus/Papaya Fruit Ferment Extract,Exfoliant / Antioxidant,1,1,,0,0,,0,3
fragrance q.s,Fragrance Q.S,Fragrance/masking agent,0,,,1,0,,0,2
rosmarinus officinalis (rosemary) leaf oil++,Rosmarinus Officinalis (Rosemary) Leaf Oil++,Antioxidant / fragrance / antimicrobial,0,1,,0,0,,0,2
pelargonium graveolens flower oil++,Pelargonium Graveolens Flower Oil++,Fragrance/Essential oil,0,1,,0,0,,0,2
citrus aurantifolia (lime) oil++,Citrus Aurantifolia (Lime) Oil++,Fragrance/masking agent,0,1,,0,0,,0,2
stearic acid (texture enhancing),Stearic Acid (Texture-Enhancing),Emulsifier / thickener,0,1,,0,0,,0,2
glycol distearate (texture enhancing),Glycol Distearate (Texture-Enhancing),Opacifying/pearlizing agent & emollient,0,1,,0,0,,0,2
rosmarinus officinalis(rosemary) leaf oil,Rosmarinus Officinalis(Rosemary) Leaf Oil,Antioxidant / fragrance / antimicrobial,0,1,,0,0,,0,2
peppermint oil,Peppermint Oil,Fragrance/cooling agent,0,1,,0,0,,0,2
salicylic acid (keratolytic agent),Salicylic Acid (Keratolytic Agent),Keratolytic / Beta-hydroxy acid exfoliant,1,,,0,0,,1,2
polyvinyl laurate,Polyvinyl Laurate,Film-former / emollient,0,1,,0,0,,0,2
orange essential oil,Orange Essential Oil,Fragrance/masking agent,0,1,,1,0,,0,2
"""alt"":""sebamed soothing massage oil (150 ml)""}","""Alt"":""Sebamed Soothing Massage Oil (150 Ml)""}",Emollient massage oil,0,1,,0,0,,0,0
camelina sativa seed oil,Camelina Sativa Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
fragrance (0.03ml),Fragrance (0.03Ml),Fragrance / scent additive,0,,,1,0,,0,2
peg 32 stearate,PEG-32 Stearate,Emulsifier / surfactant,0,1,,0,0,,0,4
retinol & polysorbate 20,Retinol & Polysorbate 20,Anti-aging active (retinol) with emulsifier/solubilizer (polysorbate 20),0,1,,0,0,,1,2
sambucus nigra flower extract ascorbyl palmitate,Sambucus Nigra Flower Extract Ascorbyl Palmitate,Antioxidant/skin-conditioning,1,1,,0,0,,0,2
"""alt"":""pilgrim oil free gel moisturiser (50g)""}","""Alt"":""Pilgrim Oil Free Gel Moisturiser (50G)""}",Moisturizer (formulated product),0,1,,0,0,,0,0
decyl oleate,Decyl Oleate,Emollient / skin-conditioning agent,0,1,,0,0,,0,5
aluminum stearates,Aluminum Stearates,Thickener / opacifying agent,0,1,,0,0,,0,2
olea europaea (olive oil),Olea Europaea (Olive Oil),Emollient / occlusive,0,1,,0,0,,0,2
aromatic essential oil,Aromatic Essential Oil,Fragrance/aromatic additive,0,1,,1,0,,0,2
oleic acid⁠,Oleic Acid⁠,Emollient / penetration enhancer,0,1,,0,0,,0,2
oenothera biennis oil⁠,Oenothera Biennis Oil⁠,Emollient / skin-conditioning oil,1,1,,0,0,,0,2
linoleic acid⁠,Linoleic Acid⁠,Emollient / skin-barrier lipid,1,1,,0,0,,0,2
cymbopogon winterianus herb oil,Cymbopogon Winterianus Herb Oil,Fragrance/essential oil,0,1,,0,0,,0,2
bis butyldimethicone polyglyceryl 3,Bis-Butyldimethicone Polyglyceryl-3,Emulsifier/skin-conditioning agent,0,1,,0,0,,0,2
sd alcohol 40 b,Sd Alcohol 40-B,Solvent/astringent,0,,,0,0,drying,0,2
prunus armeniaca (bitter apricot) kernel oil,Prunus Armeniaca (Bitter Apricot) Kernel Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
glyceryl monostearate (non palm,Glyceryl Monostearate (Non Palm,Emulsifier / thickener,0,1,,0,0,,0,2
(sea buckthorn berry) oil§,(Sea Buckthorn Berry) Oil§,Emollient / antioxidant,1,1,,0,0,,0,0
cocus nucifera (coconut) oil,Cocus Nucifera (Coconut) Oil,Emollient / occlusive,0,1,,0,0,,0,2
cannabis sativa (hemp) oil,Cannabis Sativa (Hemp) Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
rosa damascena steam distilled flower oil,Rosa Damascena Steam Distilled Flower Oil,Fragrance/aromatic,0,1,,0,0,,0,2
lavandula angustifolia (lavender) steam distilled oil,Lavandula Angustifolia (Lavender) Steam Distilled Oil,Fragrance/essential oil,0,1,,0,0,,0,2
retinyl palmitate (vitamin a),Retinyl Palmitate (Vitamin A),Antioxidant / vitamin A derivative (retinoid),1,1,,0,0,,1,2
tridecyl stearate,Tridecyl Stearate,Emollient/skin-conditioning agent,0,1,,0,0,,0,3
"olive oil""}","Olive Oil""}",Emollient / occlusive,0,1,,0,0,,0,0
saccharomyces potato extract ferment filtrate,Saccharomyces/Potato Extract Ferment Filtrate,Conditioning / fermented active,1,1,,0,0,,0,3
lactobacillus soybean ferment extract,Lactobacillus/Soybean Ferment Extract,Skin-conditioning / antioxidant ferment,1,1,,0,0,,0,6
saccharomyces barley seed ferment filtrate,Saccharomyces/Barley Seed Ferment Filtrate,Conditioning/antioxidant ferment,1,1,,0,0,,0,2
"argan oil""}","Argan Oil""}",Emollient / moisturizer,0,1,,0,0,,0,0
oat oil,Oat Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
vitamin e oil,Vitamin E Oil,Antioxidant / emollient,1,1,,0,0,,0,2
saffron oil,Saffron Oil,Antioxidant / brightening agent,1,1,,0,0,,0,2
"""value"":""olive oil","""Value"":""Olive Oil",Emollient/occlusive,0,1,,0,0,,0,0
2% salicylic acid,2% Salicylic Acid,BHA exfoliant / keratolytic,1,,,0,0,,1,3
helianthus annuus (sunflower) hybrid oil,Helianthus Annuus (Sunflower) Hybrid Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
